ID,Title,Option 1,Option 2,Option 1 Ask (¢),Option 2 Ask (¢),Status,Expires
525647,Will Rory McIlroy win The 2025 Open Championship?,Yes,No,13.0,88.0,active,2025-12-31T12:00:00Z
525648,Will Collin Morikawa win The 2025 Open Championship?,Yes,No,3.3,98.5,active,2025-12-31T12:00:00Z
525649,Will Ludvig Aberg win The 2025 Open Championship?,Yes,No,3.9,96.8,active,2025-12-31T12:00:00Z
525650,Will Viktor Hovland win The 2025 Open Championship?,Yes,No,3.5,97.5,active,2025-12-31T12:00:00Z
525651,Will Hideki Matsuyama win The 2025 Open Championship?,Yes,No,1.2,99.5,active,2025-12-31T12:00:00Z
525652,Will Patrick Cantlay win The 2025 Open Championship?,Yes,No,1.8,99.6,active,2025-12-31T12:00:00Z
525653,Will Justin Thomas win The 2025 Open Championship?,Yes,No,2.4,99.1,active,2025-12-31T12:00:00Z
525654,Will Tom Kim win The 2025 Open Championship?,Yes,No,0.7,99.7,active,2025-12-31T12:00:00Z
525655,Will Sahith Theegala win The 2025 Open Championship?,Yes,No,0.3,99.9,active,2025-12-31T12:00:00Z
525656,Will Tony Finau win The 2025 Open Championship?,Yes,No,0.8,99.6,active,2025-12-31T12:00:00Z
525657,Will Wyndham Clark win The 2025 Open Championship?,Yes,No,0.8,99.5,active,2025-12-31T12:00:00Z
525658,Will Russell Henley win The 2025 Open Championship?,Yes,No,1.6,98.5,active,2025-12-31T12:00:00Z
525659,Will Jordan Spieth win The 2025 Open Championship?,Yes,No,1.6,99.6,active,2025-12-31T12:00:00Z
525660,Will Cameron Young win The 2025 Open Championship?,Yes,No,1.2,99.6,active,2025-12-31T12:00:00Z
525661,Will Sam Burns win The 2025 Open Championship?,Yes,No,1.2,99.3,active,2025-12-31T12:00:00Z
525662,Will Sungjae Im win The 2025 Open Championship?,Yes,No,0.7,99.6,active,2025-12-31T12:00:00Z
525663,Will Tommy Fleetwood win The 2025 Open Championship?,Yes,No,3.9,96.5,active,2025-12-31T12:00:00Z
525664,Will Bryson DeChambeau win The 2025 Open Championship?,Yes,No,4.2,96.2,active,2025-12-31T12:00:00Z
525860,Will Tesla launch robotaxis in California in 2025?,Yes,No,19.5,80.8,active,2025-12-31T12:00:00Z
526095,Will Casey DeSantis run for Florida Governor?,Yes,No,51.0,65.0,active,2025-12-31T12:00:00Z
526348,SpaceX Starship fully reusable in 2025?,Yes,No,15.0,88.0,active,2025-12-31T12:00:00Z
526911,Fed rate cut in 2025?,Yes,No,84.0,17.0,active,2025-12-31T12:00:00Z
526935,Will Apple release a new product line in 2025?,Yes,No,21.0,81.0,active,2025-12-31T12:00:00Z
526936,Brazil’s 12-month inflation below 5.50% for December 2025?,Yes,No,71.0,34.0,active,2026-01-31T12:00:00Z
526938,Brazilian Supreme Court Minister Alexandre de Moraes be impeached 2025?,Yes,No,13.0,92.0,active,2025-12-31T12:00:00Z
526939,Brazil unemployment below 6.3% for Q4 2025?,Yes,No,63.0,43.0,active,2025-12-31T12:00:00Z
526940,Fed abolished in 2025?,Yes,No,2.6,97.7,active,2025-12-31T12:00:00Z
527045,Will Mohamed Salah win the 2025 Ballon d'Or?,Yes,No,1.7,98.7,active,2025-10-26T12:00:00Z
527046,Will Kylian Mbappe win the 2025 Ballon d'Or?,Yes,No,0.6,99.6,active,2025-10-26T12:00:00Z
527047,Will Raphinha win the 2025 Ballon d'Or?,Yes,No,1.1,99.2,active,2025-10-26T12:00:00Z
527048,Will Jose Vinicius Junior win the 2025 Ballon d'Or?,Yes,No,0.2,99.9,active,2025-10-26T12:00:00Z
527049,Will Lamine Yamal win the 2025 Ballon d'Or?,Yes,No,9.4,91.0,active,2025-10-26T12:00:00Z
527050,Will Harry Kane win the 2025 Ballon d'Or?,Yes,No,0.1,100.0,active,2025-10-26T12:00:00Z
527051,Will Jude Bellingham win the 2025 Ballon d'Or?,Yes,No,0.1,100.0,active,2025-10-26T12:00:00Z
527052,Will Robert Lewandowski win the 2025 Ballon d'Or?,Yes,No,0.1,100.0,active,2025-10-26T12:00:00Z
527053,Will Virgil van Dijk win the 2025 Ballon d'Or?,Yes,No,0.1,100.0,active,2025-10-26T12:00:00Z
527054,Will de Goes Rodrygo win the 2025 Ballon d'Or?,Yes,No,0.1,100.0,active,2025-10-26T12:00:00Z
527055,Will Alexander Isak win the 2025 Ballon d'Or?,Yes,No,0.1,100.0,active,2025-10-26T12:00:00Z
527056,Will Jamal Musiala win the 2025 Ballon d'Or?,Yes,No,0.1,100.0,active,2025-10-26T12:00:00Z
527057,Will Cole Palmer win the 2025 Ballon d'Or?,Yes,No,0.4,99.7,active,2025-10-26T12:00:00Z
527058,Will Erling Haaland win the 2025 Ballon d'Or?,Yes,No,0.1,100.0,active,2025-10-26T12:00:00Z
527059,Will Federico Valverde win the 2025 Ballon d'Or?,Yes,No,0.1,100.0,active,2025-10-26T12:00:00Z
527060,Will Ousmane Dembele win the 2025 Ballon d'Or?,Yes,No,82.6,18.3,active,2025-10-26T12:00:00Z
527061,Will Pedri win the 2025 Ballon d'Or?,Yes,No,0.2,99.9,active,2025-10-26T12:00:00Z
527062,Will Lautaro Martínez win the 2025 Ballon d'Or?,Yes,No,0.2,99.9,active,2025-10-26T12:00:00Z
527063,Will Gianluigi Donnarumma win the 2025 Ballon d'Or?,Yes,No,0.5,99.6,active,2025-10-26T12:00:00Z
527064,Will Desire Doue win the 2025 Ballon d'Or?,Yes,No,0.1,100.0,active,2025-10-26T12:00:00Z
527065,Will Vitinha win the 2025 Ballon d'Or?,Yes,No,4.7,96.0,active,2025-10-26T12:00:00Z
527066,Will Achraf Hakimi win the 2025 Ballon d'Or?,Yes,No,1.4,98.9,active,2025-10-26T12:00:00Z
527067,Will  Nuno Mendes win the 2025 Ballon d'Or?,Yes,No,0.5,99.7,active,2025-10-26T12:00:00Z
527079,Will GTA 6 cost $100+?,Yes,No,6.7,94.4,active,2026-02-28T12:00:00Z
527115,Karen Bass recall election called before September?,Yes,No,9.6,98.4,active,2025-08-31T12:00:00Z
527268,Florida bans mRNA vaccine mandates in 2025?,Yes,No,80.0,43.0,active,2025-12-31T12:00:00Z
527293,Will the U.S. acquire Canadian territory in 2025?,Yes,No,6.0,95.0,active,2025-12-31T12:00:00Z
527539,Will any free agent QB get more money than Myles Garrett?,Yes,No,6.8,99.2,active,2025-09-03T12:00:00Z
527541,Odell Beckham Jr. in jail in 2025?,Yes,No,15.0,96.0,active,2025-12-31T12:00:00Z
527573,Will a US ally get a nuke in 2025?,Yes,No,5.0,96.0,active,2025-12-31T12:00:00Z
527577,Will the next James Bond be British?,Yes,No,39.0,65.0,active,2025-12-31T12:00:00Z
527625,ETH flipped in 2025?,Yes,No,16.0,87.0,active,2025-12-31T12:00:00Z
527626,Will Ukraine agree to cede territory to Russia?,Yes,No,12.0,89.0,active,2025-12-31T12:00:00Z
527665,Will DOGE confirm Gold missing from Fort Knox?,Yes,No,4.5,96.0,active,2025-12-31T12:00:00Z
527699,Erdoğan out in 2025?,Yes,No,8.0,93.0,active,2025-12-31T12:00:00Z
527793,Will Volodymyr Zelenskyy be the first leader out in 2025?,Yes,No,4.6,96.2,active,2025-12-31T12:00:00Z
527794,Will Benjamin Netanyahu be the first leader out in 2025?,Yes,No,10.3,92.6,active,2025-12-31T12:00:00Z
527795,Will Anthony Albanese be the first leader out in 2025?,Yes,No,0.3,99.8,active,2025-12-31T12:00:00Z
527796,Will Ahmed al-Sharaa be the first leader out in 2025?,Yes,No,2.1,98.3,active,2025-12-31T12:00:00Z
527797,Will Keir Starmer be the first leader out in 2025?,Yes,No,2.8,97.8,active,2025-12-31T12:00:00Z
527798,Will Shigeru Ishiba be the first leader out in 2025?,Yes,No,31.1,74.3,active,2025-12-31T12:00:00Z
527799,Will Nicolás Maduro be the first leader out in 2025?,Yes,No,1.0,99.5,active,2025-12-31T12:00:00Z
527800,Will Emmanuel Macron be the first leader out in 2025?,Yes,No,2.1,99.5,active,2025-12-31T12:00:00Z
527801,Will Gavin Newsom be the first leader out in 2025?,Yes,No,0.3,99.8,active,2025-12-31T12:00:00Z
527802,Will Giorgia Meloni be the first leader out in 2025?,Yes,No,0.8,99.8,active,2025-12-31T12:00:00Z
527803,Will Ali Khamenei be the first leader out in 2025?,Yes,No,11.6,89.3,active,2025-12-31T12:00:00Z
527804,Will Abdel Fattah el-Sisi be the first leader out in 2025?,Yes,No,0.8,99.5,active,2025-12-31T12:00:00Z
527805,Will Luiz Inácio Lula da Silva be the first leader out in 2025?,Yes,No,1.3,99.3,active,2025-12-31T12:00:00Z
527806,Will Javier Milei be the first leader out in 2025?,Yes,No,0.8,99.6,active,2025-12-31T12:00:00Z
527807,Will Vladimir Putin be the first leader out in 2025?,Yes,No,1.5,99.1,active,2025-12-31T12:00:00Z
527808,Will Xi Jinping be the first leader out in 2025?,Yes,No,5.9,94.7,active,2025-12-31T12:00:00Z
527809,Will Donald Trump be the first leader out in 2025?,Yes,No,2.5,97.8,active,2025-12-31T12:00:00Z
527810,Will no leader be out in 2025?,Yes,No,32.0,70.0,active,2025-12-31T12:00:00Z
527812,Will Recep Tayyip Erdoğan be the first leader out in 2025?,Yes,No,1.6,99.2,active,2025-12-31T12:00:00Z
527813,Will Kim Jong Un be the first leader out in 2025?,Yes,No,1.7,99.4,active,2025-12-31T12:00:00Z
527827,Ethereum all time high before 2026?,Yes,No,33.0,71.0,active,2025-12-31T12:00:00Z
527828,Solana all time high before 2026?,Yes,No,27.0,74.0,active,2025-12-31T12:00:00Z
527866,Musk out as Tesla CEO in 2025?,Yes,No,12.0,89.0,active,2025-12-31T12:00:00Z
527868,XRP all time high before 2026?,Yes,No,61.0,47.0,active,2025-12-31T12:00:00Z
527869,Dogecoin all time high before 2026?,Yes,No,18.5,88.2,active,2025-12-31T12:00:00Z
528510,Will Trump jail Fauci?,Yes,No,5.0,96.0,active,2025-12-31T12:00:00Z
528604,Trump charges Member of January 6 committee?,Yes,No,12.0,91.0,active,2025-12-31T12:00:00Z
528605,Will Trump jail Adam Kinzinger?,Yes,No,50.0,99.6,active,2025-12-31T12:00:00Z
528606,Will Trump jail Liz Cheney?,Yes,No,6.2,98.9,active,2025-12-31T12:00:00Z
528609,Will Trump jail Biden family member?,Yes,No,9.0,94.0,active,2025-12-31T12:00:00Z
528660,Will Schumer remain Minority Leader through 2025?,Yes,No,92.0,21.0,active,2025-12-31T12:00:00Z
528751,US forces in Yemen in 2025?,Yes,No,10.0,93.0,active,2025-12-31T12:00:00Z
528788,Rojas guilty in Texas illegal abortion case?,Yes,No,61.0,70.0,active,2026-02-28T12:00:00Z
528820,Senator Eichorn guilty of soliciting a child?,Yes,No,97.5,50.0,active,2025-12-31T12:00:00Z
528972,Fed decreases interest rates by 50+ bps after July 2025 meeting?,Yes,No,1.9,98.3,active,2025-07-30T12:00:00Z
528973,Fed decreases interest rates by 25 bps after July 2025 meeting?,Yes,No,4.7,95.4,active,2025-07-30T12:00:00Z
528974,No change in Fed interest rates after July 2025 meeting?,Yes,No,93.0,8.0,active,2025-07-30T12:00:00Z
528975,Fed increases interest rates by 25+ bps after July 2025 meeting?,Yes,No,0.4,99.7,active,2025-07-30T12:00:00Z
529016,Senate passes bill to purchase 1m Bitcoin in 2025?,Yes,No,7.0,96.0,active,2025-12-31T12:00:00Z
529656,Is Earth flat?,Yes,No,1.8,98.7,active,2025-12-31T12:00:00Z
529657,Was 9/11 an inside job?,Yes,No,4.6,98.7,active,2025-12-31T12:00:00Z
529658,Trump says Moon Landing faked in 2025?,Yes,No,4.9,96.5,active,2025-12-31T12:00:00Z
529675,Will Erdogan repeal presidential term limits?,Yes,No,1.7,98.9,active,2025-07-31T12:00:00Z
530712,Will Bobby Witt Jr. win the 2025 AL MVP?,Yes,No,1.4,98.7,active,2025-11-17T12:00:00Z
530713,Will Aaron Judge win the 2025 AL MVP?,Yes,No,77.0,30.0,active,2025-11-17T12:00:00Z
530714,Will Gunnar Henderson win the 2025 AL MVP?,Yes,No,0.1,100.0,active,2025-11-17T12:00:00Z
530715,Will Corey Seager win the 2025 AL MVP?,Yes,No,0.4,100.0,active,2025-11-17T12:00:00Z
530716,Will Vladimir Guerrero Jr. win the 2025 AL MVP?,Yes,No,0.2,100.0,active,2025-11-17T12:00:00Z
530717,Will Yordan Alvarez win the 2025 AL MVP?,Yes,No,0.3,99.9,active,2025-11-17T12:00:00Z
530718,Will Mike Trout win the 2025 AL MVP?,Yes,No,0.4,100.0,active,2025-11-17T12:00:00Z
530719,Will José Ramírez win the 2025 AL MVP?,Yes,No,0.5,99.9,active,2025-11-17T12:00:00Z
530720,Will Rafael Devers win the 2025 AL MVP?,Yes,No,1.0,99.5,active,2025-11-17T12:00:00Z
530721,Will Wyatt Langford win the 2025 AL MVP?,Yes,No,0.3,99.8,active,2025-11-17T12:00:00Z
530723,Will Cal Raleigh win the 2025 AL MVP?,Yes,No,25.0,84.5,active,2025-11-17T12:00:00Z
530738,Will ANO win the most seats in the next Czech parliamentary election?,Yes,No,92.0,9.0,active,2025-09-30T12:00:00Z
530739,Will ODS win the most seats in the next Czech parliamentary election?,Yes,No,4.3,96.2,active,2025-09-30T12:00:00Z
530740,Will STAN win the most seats in the next Czech parliamentary election?,Yes,No,0.5,99.6,active,2025-09-30T12:00:00Z
530741,Will SPD win the most seats in the next Czech parliamentary election?,Yes,No,1.2,98.9,active,2025-09-30T12:00:00Z
530742,Will Pirates win the most seats in the next Czech parliamentary election?,Yes,No,0.4,99.7,active,2025-09-30T12:00:00Z
530743,Will Přísaha win the most seats in the next Czech parliamentary election?,Yes,No,0.3,99.8,active,2025-09-30T12:00:00Z
530744,Will AUTO win the most seats in the next Czech parliamentary election?,Yes,No,0.4,99.7,active,2025-09-30T12:00:00Z
530745,Will SOCDEM win the most seats in the next Czech parliamentary election?,Yes,No,0.4,99.7,active,2025-09-30T12:00:00Z
530746,Will Stačilo! win the most seats in the next Czech parliamentary election?,Yes,No,0.3,99.8,active,2025-09-30T12:00:00Z
530747,Will Greens win the most seats in the next Czech parliamentary election?,Yes,No,0.3,99.8,active,2025-09-30T12:00:00Z
530755,Will Shohei Ohtani win the 2025 NL MVP?,Yes,No,79.0,24.0,active,2025-11-17T12:00:00Z
530756,Will Juan Soto win the 2025 NL MVP?,Yes,No,4.0,98.7,active,2025-11-17T12:00:00Z
530757,Will Fernando Tatis Jr. win the 2025 NL MVP?,Yes,No,1.1,99.2,active,2025-11-17T12:00:00Z
530758,Will Mookie Betts win the 2025 NL MVP?,Yes,No,0.8,99.6,active,2025-11-17T12:00:00Z
530759,Will Bryce Harper win the 2025 NL MVP?,Yes,No,1.5,99.3,active,2025-11-17T12:00:00Z
530760,Will Kyle Tucker win the 2025 NL MVP?,Yes,No,2.3,98.9,active,2025-11-17T12:00:00Z
530761,Will Elly De La Cruz win the 2025 NL MVP?,Yes,No,1.7,98.6,active,2025-11-17T12:00:00Z
530762,Will Francisco Lindor win the 2025 NL MVP?,Yes,No,1.3,99.1,active,2025-11-17T12:00:00Z
530763,Will Ronald Acuña Jr. win the 2025 NL MVP?,Yes,No,4.3,98.4,active,2025-11-17T12:00:00Z
530764,Will Ketel Marte win the 2025 NL MVP?,Yes,No,0.4,99.8,active,2025-11-17T12:00:00Z
530766,Will Pete Alonso win the 2025 NL MVP?,Yes,No,0.5,99.8,active,2025-11-17T12:00:00Z
530767,Will Pete Crow-Armstrong win the 2025 NL MVP?,Yes,No,15.9,95.0,active,2025-11-17T12:00:00Z
530780,Will Tarik Skubal win the 2025 AL Cy Young?,Yes,No,64.0,40.0,active,2025-11-17T12:00:00Z
530781,Will Garrett Crochet win the 2025 AL Cy Young?,Yes,No,24.0,79.0,active,2025-11-17T12:00:00Z
530782,Will Cole Ragans win the 2025 AL Cy Young?,Yes,No,0.5,99.7,active,2025-11-17T12:00:00Z
530783,Will Logan Gilbert win the 2025 AL Cy Young?,Yes,No,1.6,99.3,active,2025-11-17T12:00:00Z
530784,Will Jacob deGrom win the 2025 AL Cy Young?,Yes,No,6.8,95.5,active,2025-11-17T12:00:00Z
530785,Will Pablo Lopez win the 2025 AL Cy Young?,Yes,No,0.7,99.5,active,2025-11-17T12:00:00Z
530786,Will Framber Valdez win the 2025 AL Cy Young?,Yes,No,2.6,98.2,active,2025-11-17T12:00:00Z
530787,Will Shane McClanahan win the 2025 AL Cy Young?,Yes,No,0.5,99.8,active,2025-11-17T12:00:00Z
530788,Will Hunter Brown win the 2025 AL Cy Young?,Yes,No,3.6,99.3,active,2025-11-17T12:00:00Z
530789,Will Max Fried win the 2025 AL Cy Young?,Yes,No,2.6,98.0,active,2025-11-17T12:00:00Z
530829,Mark Carney out as leader of Liberals in 2025?,Yes,No,7.3,93.2,active,2025-12-31T12:00:00Z
530848,Will Paul Skenes win the 2025 NL Cy Young?,Yes,No,46.0,57.0,active,2025-11-17T12:00:00Z
530849,Will Zack Wheeler win the 2025 NL Cy Young?,Yes,No,48.0,55.0,active,2025-11-17T12:00:00Z
530850,Will Chris Sale win the 2025 NL Cy Young?,Yes,No,0.5,99.7,active,2025-11-17T12:00:00Z
530851,Will Blake Snell win the 2025 NL Cy Young?,Yes,No,4.5,99.2,active,2025-11-17T12:00:00Z
530852,Will Corbin Burnes win the 2025 NL Cy Young?,Yes,No,1.1,99.6,active,2025-11-17T12:00:00Z
530853,Will Dylan Cease win the 2025 NL Cy Young?,Yes,No,1.3,98.8,active,2025-11-17T12:00:00Z
530854,Will Tyler Glasnow win the 2025 NL Cy Young?,Yes,No,0.8,99.7,active,2025-11-17T12:00:00Z
530855,Will Spencer Strider win the 2025 NL Cy Young?,Yes,No,3.7,99.2,active,2025-11-17T12:00:00Z
530856,Will Michael King win the 2025 NL Cy Young?,Yes,No,0.5,99.8,active,2025-11-17T12:00:00Z
530857,Will Hunter Greene win the 2025 NL Cy Young?,Yes,No,0.7,99.8,active,2025-11-17T12:00:00Z
530858,Will Yoshinobu Yamamoto win the 2025 NL Cy Young?,Yes,No,0.5,99.8,active,2025-11-17T12:00:00Z
530859,Will Sandy Alcantara win the 2025 NL Cy Young?,Yes,No,7.8,99.2,active,2025-11-17T12:00:00Z
530860,Will Logan Webb win the 2025 NL Cy Young?,Yes,No,1.2,99.2,active,2025-11-17T12:00:00Z
530861,Will Kodai Senga win the 2025 NL Cy Young?,Yes,No,0.7,99.7,active,2025-11-17T12:00:00Z
530862,Will Cristopher Sánchez win the 2025 NL Cy Young?,Yes,No,7.3,99.2,active,2025-11-17T12:00:00Z
530876,Will Trump remove municipal bond tax exemption in 2025?,Yes,No,4.6,96.2,active,2025-12-31T12:00:00Z
530877,Will the Baltimore Orioles win the AL East Division?,Yes,No,0.6,99.5,active,2025-09-29T12:00:00Z
530878,Will the Boston Red Sox win the AL East Division?,Yes,No,14.8,89.0,active,2025-09-29T12:00:00Z
530879,Will the New York Yankees win the AL East Division?,Yes,No,51.0,53.0,active,2025-09-29T12:00:00Z
530880,Will the Tampa Bay Rays win the AL East Division?,Yes,No,6.2,94.2,active,2025-09-29T12:00:00Z
530881,Will the Toronto Blue Jays win the AL East Division?,Yes,No,34.0,68.0,active,2025-09-29T12:00:00Z
530883,Will the Chicago White Sox win the AL Central Division?,Yes,No,0.3,99.9,active,2025-09-29T12:00:00Z
530884,Will the Cleveland Guardians win the AL Central Division?,Yes,No,1.2,99.4,active,2025-09-29T12:00:00Z
530885,Will the Detroit Tigers win the AL Central Division?,Yes,No,98.0,2.5,active,2025-09-29T12:00:00Z
530886,Will the Kansas City Royals win the AL Central Division?,Yes,No,0.7,99.6,active,2025-09-29T12:00:00Z
530887,Will the Minnesota Twins win the AL Central Division?,Yes,No,1.5,99.3,active,2025-09-29T12:00:00Z
530889,U.S. Government funding lapse on October 1?,Yes,No,42.0,60.0,active,2025-10-01T12:00:00Z
530890,Will the Houston Astros win the AL West Division?,Yes,No,80.0,24.0,active,2025-09-29T12:00:00Z
530891,Will the Los Angeles Angels win the AL West Division?,Yes,No,1.0,99.7,active,2025-09-29T12:00:00Z
530892,Will the Oakland Athletics win the AL West Division?,Yes,No,0.9,99.9,active,2025-09-29T12:00:00Z
530893,Will the Seattle Mariners win the AL West Division?,Yes,No,21.0,83.0,active,2025-09-29T12:00:00Z
530894,Will the Texas Rangers win the AL West Division?,Yes,No,2.7,97.8,active,2025-09-29T12:00:00Z
530910,Will the Atlanta Braves win the NL East Division?,Yes,No,0.7,99.5,active,2025-09-29T12:00:00Z
530911,Will the Miami Marlins win the NL East Division?,Yes,No,0.2,99.9,active,2025-09-29T12:00:00Z
530912,Will the New York Mets win the NL East Division?,Yes,No,44.0,59.0,active,2025-09-29T12:00:00Z
530913,Will the Philadelphia Phillies win the NL East Division?,Yes,No,59.0,44.0,active,2025-09-29T12:00:00Z
530914,Will the Washington Nationals win the NL East Division?,Yes,No,0.4,99.9,active,2025-09-29T12:00:00Z
530916,Will the Chicago Cubs win the NL Central Division?,Yes,No,67.0,34.0,active,2025-09-29T12:00:00Z
530917,Will the Cincinnati Reds win the NL Central Division?,Yes,No,2.0,98.5,active,2025-09-29T12:00:00Z
530918,Will the Milwaukee Brewers win the NL Central Division?,Yes,No,30.0,71.0,active,2025-09-29T12:00:00Z
530919,Will the Pittsburgh Pirates win the NL Central Division?,Yes,No,0.4,99.7,active,2025-09-29T12:00:00Z
530920,Will the St. Louis Cardinals win the NL Central Division?,Yes,No,3.2,97.3,active,2025-09-29T12:00:00Z
530922,Will the Arizona Diamondbacks win the NL West Division?,Yes,No,1.1,99.2,active,2025-09-29T12:00:00Z
530923,Will the Colorado Rockies win the NL West Division?,Yes,No,0.7,99.5,active,2025-09-29T12:00:00Z
530924,Will the San Diego Padres win the NL West Division?,Yes,No,3.8,97.5,active,2025-09-29T12:00:00Z
530925,Will the San Francisco Giants win the NL West,Yes,No,5.9,94.8,active,2025-09-29T12:00:00Z
530927,Will the Los Angeles Dodgers win the NL West Division?,Yes,No,91.0,12.0,active,2025-09-29T12:00:00Z
530950,Will Playboi Carti release another album before August?,Yes,No,8.0,99.0,active,2025-07-31T12:00:00Z
531202,BitBoy convicted?,Yes,No,88.0,40.0,active,2026-03-31T12:00:00Z
531252,Will Aaron Judge lead the MLB in Home Runs?,Yes,No,46.0,55.0,active,2025-09-29T12:00:00Z
531253,Will Shohei Ohtani lead the MLB in Home Runs?,Yes,No,13.0,88.0,active,2025-09-29T12:00:00Z
531254,Will Kyle Schwarber lead the MLB in Home Runs?,Yes,No,3.7,97.3,active,2025-09-29T12:00:00Z
531255,Will Pete Alonso lead the MLB in Home Runs?,Yes,No,0.7,99.7,active,2025-09-29T12:00:00Z
531256,Will Juan Soto lead the MLB in Home Runs?,Yes,No,0.6,99.7,active,2025-09-29T12:00:00Z
531257,Will Freddie Freeman lead the MLB in Home Runs?,Yes,No,1.1,99.8,active,2025-09-29T12:00:00Z
531258,Will Rafael Devers lead the MLB in Home Runs?,Yes,No,0.6,99.6,active,2025-09-29T12:00:00Z
531259,Will Bryce Harper lead the MLB in Home Runs?,Yes,No,0.3,99.8,active,2025-09-29T12:00:00Z
531260,Will Matt Olson lead the MLB in Home Runs?,Yes,No,0.8,100.0,active,2025-09-29T12:00:00Z
531261,Will Cody Bellinger lead the MLB in Home Runs?,Yes,No,0.3,99.8,active,2025-09-29T12:00:00Z
531262,Will Will Smith lead the MLB in Home Runs?,Yes,No,1.0,100.0,active,2025-09-29T12:00:00Z
531263,Will J.T. Realmuto lead the MLB in Home Runs?,Yes,No,0.9,100.0,active,2025-09-29T12:00:00Z
531264,Will Cal Raleigh lead the MLB in Home Runs?,Yes,No,38.8,75.0,active,2025-09-29T12:00:00Z
531289,Nord Stream pipeline turned on in 2025?,Yes,No,5.0,96.0,active,2025-12-31T12:00:00Z
531290,Will Elly De La Cruz lead the MLB in steals?,Yes,No,1.1,99.0,active,2025-09-29T12:00:00Z
531291,Will Corbin Carroll lead the MLB in steals?,Yes,No,2.5,99.6,active,2025-09-29T12:00:00Z
531292,Will Xavier Edwards lead the MLB in steals?,Yes,No,50.0,99.8,active,2025-09-29T12:00:00Z
531293,Will Brice Turang lead the MLB in steals?,Yes,No,81.9,95.8,active,2025-09-29T12:00:00Z
531294,Will Bobby Witt Jr. lead the MLB in steals?,Yes,No,8.0,92.8,active,2025-09-29T12:00:00Z
531295,Will Jazz Chisholm Jr. lead the MLB in steals?,Yes,No,44.6,99.6,active,2025-09-29T12:00:00Z
531296,Will Shohei Ohtani lead the MLB in steals?,Yes,No,84.6,96.8,active,2025-09-29T12:00:00Z
531297,Will Victor Robles lead the MLB in steals?,Yes,No,0.7,99.6,active,2025-09-29T12:00:00Z
531298,Will CJ Abrams lead the MLB in steals?,Yes,No,50.0,99.8,active,2025-09-29T12:00:00Z
531299,Will Pete Crow-Armstrong lead the MLB in steals?,Yes,No,49.0,100.0,active,2025-09-29T12:00:00Z
531310,Will Aaron Judge lead the MLB in RBI's?,Yes,No,32.0,72.0,active,2025-09-29T12:00:00Z
531311,Will Shohei Ohtani lead the MLB in RBI's?,Yes,No,50.0,99.8,active,2025-09-29T12:00:00Z
531312,Will Yordan Alvarez lead the MLB in RBI's?,Yes,No,0.5,99.9,active,2025-09-29T12:00:00Z
531313,Will Matt Olson lead the MLB in RBI's?,Yes,No,49.8,99.9,active,2025-09-29T12:00:00Z
531314,Will Vladimir Guerrero Jr. lead the MLB in RBI's?,Yes,No,49.8,99.9,active,2025-09-29T12:00:00Z
531315,Will Juan Soto lead the MLB in RBI's?,Yes,No,0.5,99.9,active,2025-09-29T12:00:00Z
531316,Will Freddie Freeman lead the MLB in RBI's?,Yes,No,0.2,99.9,active,2025-09-29T12:00:00Z
531317,Will Bryce Harper lead the MLB in RBI's?,Yes,No,49.9,99.8,active,2025-09-29T12:00:00Z
531318,Will Mookie Betts lead the MLB in RBI's?,Yes,No,49.9,99.9,active,2025-09-29T12:00:00Z
531319,Will Matt Chapman lead the MLB in RBI's?,Yes,No,4.2,99.9,active,2025-09-29T12:00:00Z
531320,Will Eugenio Suárez lead the MLB in RBI's?,Yes,No,50.0,100.0,active,2025-09-29T12:00:00Z
531321,Will Rafael Devers lead the MLB in RBI's?,Yes,No,50.0,100.0,active,2025-09-29T12:00:00Z
531322,Will Pete Crow Armstrong lead the MLB in RBI's?,Yes,No,50.0,100.0,active,2025-09-29T12:00:00Z
531323,Will Cal Raleigh lead the MLB in RBI's?,Yes,No,50.0,100.0,active,2025-09-29T12:00:00Z
531324,Will Riley Greene lead the MLB in RBI's?,Yes,No,50.0,100.0,active,2025-09-29T12:00:00Z
531325,Will Seiya Suzuki lead the MLB in RBI's?,Yes,No,81.0,100.0,active,2025-09-29T12:00:00Z
531354,Bolsonaro guilty?,Yes,No,85.0,20.0,active,2026-02-28T12:00:00Z
531355,Will Robert F. Kennedy Jr. leave the Trump administration in 2025?,Yes,No,11.0,90.0,active,2025-12-31T12:00:00Z
531356,Will Karoline Leavitt leave the Trump administration in 2025?,Yes,No,10.0,92.0,active,2025-12-31T12:00:00Z
531357,Will Pete Hegseth leave the Trump administration in 2025?,Yes,No,21.0,81.0,active,2025-12-31T12:00:00Z
531358,Will Marco Rubio leave the Trump administration in 2025?,Yes,No,9.2,91.3,active,2025-12-31T12:00:00Z
531359,Will Scott Bessent leave the Trump administration in 2025?,Yes,No,14.0,87.0,active,2025-12-31T12:00:00Z
531360,Will Tulsi Gabbard leave the Trump administration in 2025?,Yes,No,25.0,78.0,active,2025-12-31T12:00:00Z
531361,Will Pam Bondi leave the Trump administration in 2025?,Yes,No,24.4,76.3,active,2025-12-31T12:00:00Z
531362,Will Lee Zeldin leave the Trump administration in 2025?,Yes,No,8.0,95.0,active,2025-12-31T12:00:00Z
